19,25
0,19
14,30
18,30
13,21
20,17
11,11
25,30
26,21
0,30
3,13
26,0
0,25
7,30
9,25
4,23
4,0
19,0
7,15
0,3
0,10
26,9
18,8
24,13
10,0
17,13
8,5
